table_name,field_name,language,translation,field_value
stops,stop_name,nl,Max Waller,MAX WALLER
stops,stop_name,fr,Mehdi Bouda,MEHDI BOUDA
stops,stop_name,nl,Mehdi Bouda,MEHDI BOUDA
stops,stop_name,fr,Meir,MEIR
stops,stop_name,nl,Meir,MEIR
stops,stop_name,fr,Meiser,MEISER
stops,stop_name,nl,Meiser,MEISER
stops,stop_name,fr,Melard,MELARD
stops,stop_name,nl,Melard,MELARD
stops,stop_name,fr,Mennekens,MENNEKENS
stops,stop_name,nl,Mennekens,MENNEKENS
stops,stop_name,fr,Mercator,MERCATOR
stops,stop_name,nl,Mercator,MERCATOR
stops,stop_name,fr,Merchtem,MERCHTEM
stops,stop_name,nl,Merchtem,MERCHTEM
stops,stop_name,fr,Mercure,MERCURE
stops,stop_name,nl,Mercurius,MERCURE
stops,stop_name,fr,Méridien,MERIDIEN
stops,stop_name,nl,Middaglijn,MERIDIEN
stops,stop_name,fr,Merode,MERODE
stops,stop_name,nl,Merode,MERODE
stops,stop_name,fr,Mertens,MERTENS
stops,stop_name,nl,Mertens,MERTENS
stops,stop_name,fr,Messidor,MESSIDOR
stops,stop_name,nl,Messidor,MESSIDOR
stops,stop_name,fr,Meudon,MEUDON
stops,stop_name,nl,Meudon,MEUDON
stops,stop_name,fr,Meylemeersch,MEYLEMEERSCH
stops,stop_name,nl,Mijlenmeers,MEYLEMEERSCH
stops,stop_name,fr,Michel-Ange,MICHEL-ANGE
stops,stop_name,nl,Michelangelo,MICHEL-ANGE
stops,stop_name,fr,Michiels,MICHIELS
stops,stop_name,nl,Michiels,MICHIELS
stops,stop_name,fr,Middelweg,MIDDELWEG
stops,stop_name,nl,Middelweg,MIDDELWEG
stops,stop_name,fr,Miraval,MIRAVAL
stops,stop_name,nl,Miraval,MIRAVAL
stops,stop_name,fr,Miroir,MIROIR
stops,stop_name,nl,Spiegel,MIROIR
stops,stop_name,fr,Moensberg Gare,MOENSBERG GARE
stops,stop_name,nl,Moensberg Station,MOENSBERG GARE
stops,stop_name,fr,Molière,MOLIERE
stops,stop_name,nl,Molière,MOLIERE
stops,stop_name,fr,Molière-Longchamp,MOLIERE-LONGCHAMP
stops,stop_name,nl,Molière-Longchamp,MOLIERE-LONGCHAMP
stops,stop_name,fr,Mommaerts,MOMMAERTS
stops,stop_name,nl,Mommaerts,MOMMAERTS
stops,stop_name,fr,Monnoyer,MONNOYER
stops,stop_name,nl,Monnoyer,MONNOYER
stops,stop_name,fr,Mont Kemmel,MONT KEMMEL
stops,stop_name,nl,Kemmelberg,MONT KEMMEL
stops,stop_name,fr,Montald,MONTALD
stops,stop_name,nl,Montald,MONTALD
stops,stop_name,fr,Montana,MONTANA
stops,stop_name,nl,Montana,MONTANA
stops,stop_name,fr,Montgomery,MONTGOMERY
stops,stop_name,nl,Montgomery,MONTGOMERY
stops,stop_name,fr,Montjoie,MONTJOIE
stops,stop_name,nl,Montjoie,MONTJOIE
stops,stop_name,fr,Moonens,MOONENS
stops,stop_name,nl,Moonens,MOONENS
stops,stop_name,fr,Moorslede,MOORSLEDE
stops,stop_name,nl,Moorslede,MOORSLEDE
stops,stop_name,fr,Moortebeek,MOORTEBEEK
stops,stop_name,nl,Moortebeek,MOORTEBEEK
stops,stop_name,fr,Moris,MORIS
stops,stop_name,nl,Moris,MORIS
stops,stop_name,fr,Mostinck,MOSTINCK
stops,stop_name,nl,Mostinck,MOSTINCK
stops,stop_name,fr,Mouettes,MOUETTES
stops,stop_name,nl,Meeuwen,MOUETTES
stops,stop_name,fr,Mounier,MOUNIER
stops,stop_name,nl,Mounier,MOUNIER
stops,stop_name,fr,Mozart,MOZART
stops,stop_name,nl,Mozart,MOZART
stops,stop_name,fr,Musée d'Ixelles,MUSEE D'IXELLES
stops,stop_name,nl,Museum van Elsene,MUSEE D'IXELLES
stops,stop_name,fr,Musée du Tram,MUSEE DU TRAM
stops,stop_name,nl,Trammuseum,MUSEE DU TRAM
stops,stop_name,fr,Museum,MUSEUM
stops,stop_name,nl,Museum,MUSEUM
stops,stop_name,fr,Mystère,MYSTERE
stops,stop_name,nl,Mysterie,MYSTERE
stops,stop_name,fr,Napoléon,NAPOLEON
stops,stop_name,nl,Napoléon,NAPOLEON
stops,stop_name,fr,Natation,NATATION
stops,stop_name,nl,Zwemkunst,NATATION
stops,stop_name,fr,Neerpede,NEERPEDE
stops,stop_name,nl,Neerpede,NEERPEDE
stops,stop_name,fr,Neerstalle,NEERSTALLE
stops,stop_name,nl,Neerstalle,NEERSTALLE
stops,stop_name,fr,Nekkersdal,NEKKERSDAL
stops,stop_name,nl,Nekkersdal,NEKKERSDAL
stops,stop_name,fr,Nelson Mandela,NELSON MANDELA
stops,stop_name,nl,Nelson Mandela,NELSON MANDELA
stops,stop_name,fr,Neptunium,NEPTUNIUM
stops,stop_name,nl,Neptunium,NEPTUNIUM
stops,stop_name,fr,Nereus,NEREUS
stops,stop_name,nl,Nereus,NEREUS
stops,stop_name,fr,Nerviens,NERVIENS
stops,stop_name,nl,Nerviërs,NERVIENS
stops,stop_name,fr,Neuberger,NEUBERGER
stops,stop_name,nl,Neuberger,NEUBERGER
stops,stop_name,fr,Nicolay,NICOLAY
stops,stop_name,nl,Nicolay,NICOLAY
stops,stop_name,fr,Notre-Dame,NOTRE-DAME
stops,stop_name,nl,Onze-Lieve-Vrouw,NOTRE-DAME
stops,stop_name,fr,Observatoire,OBSERVATOIRE
stops,stop_name,nl,Sterrenwacht,OBSERVATOIRE
stops,stop_name,fr,Obus,OBUS
stops,stop_name,nl,Obus,OBUS
stops,stop_name,fr,Océan Atlantique,OCEAN ATLANTIQUE
stops,stop_name,nl,Atlantische Oceaan,OCEAN ATLANTIQUE
stops,stop_name,fr,Odon Warland,ODON WARLAND
stops,stop_name,nl,Odon Warland,ODON WARLAND
stops,stop_name,fr,Onze Novembre,ONZE NOVEMBRE
stops,stop_name,nl,Elf November,ONZE NOVEMBRE
stops,stop_name,fr,Oppem,OPPEM
stops,stop_name,nl,Oppem,OPPEM
stops,stop_name,fr,Oppemstraat,OPPEMSTRAAT
stops,stop_name,nl,Oppemstraat,OPPEMSTRAAT
stops,stop_name,fr,Optimisme,OPTIMISME
stops,stop_name,nl,Optimisme,OPTIMISME
stops,stop_name,fr,Orban,ORBAN
stops,stop_name,nl,Orban,ORBAN
stops,stop_name,fr,Osseghem,OSSEGHEM
stops,stop_name,nl,Ossegem,OSSEGHEM
stops,stop_name,fr,Oud-Kapelleke,OUD-KAPELLEKE
stops,stop_name,nl,Oud-Kapelleke,OUD-KAPELLEKE
stops,stop_name,fr,Paddock,PADDOCK
stops,stop_name,nl,Paddock,PADDOCK
stops,stop_name,fr,Paduwa,PADUWA
stops,stop_name,nl,Paduwa,PADUWA
stops,stop_name,fr,Pagodes,PAGODES
stops,stop_name,nl,Pagoden,PAGODES
stops,stop_name,fr,Paix,PAIX
stops,stop_name,nl,Vrede,PAIX
stops,stop_name,fr,Palais,PALAIS
stops,stop_name,nl,Paleizen,PALAIS
stops,stop_name,fr,Palais 12,PALAIS 12
stops,stop_name,nl,Paleis 12,PALAIS 12
stops,stop_name,fr,Palfijn,PALFIJN
stops,stop_name,nl,Palfijn,PALFIJN
stops,stop_name,fr,Pampoel,PAMPOEL
stops,stop_name,nl,Pampoel,PAMPOEL
stops,stop_name,fr,Pannenhuis,PANNENHUIS
stops,stop_name,nl,Pannenhuis,PANNENHUIS
stops,stop_name,fr,Parc,PARC
stops,stop_name,nl,Park,PARC
stops,stop_name,fr,Parc des Sources,PARC DES SOURCES
stops,stop_name,nl,Bronnenpark,PARC DES SOURCES
stops,stop_name,fr,Parc Élisabeth,PARC ELISABETH
stops,stop_name,nl,Elisabethpark,PARC ELISABETH
stops,stop_name,fr,Parc Léopold,PARC LEOPOLD
stops,stop_name,nl,Leopoldspark,PARC LEOPOLD
stops,stop_name,fr,Parc Malou,PARC MALOU
stops,stop_name,nl,Maloupark,PARC MALOU
stops,stop_name,fr,Parc Monnet,PARC MONNET
stops,stop_name,nl,Monnet-park,PARC MONNET
stops,stop_name,fr,Parc Seny,PARC SENY
stops,stop_name,nl,Seny-park,PARC SENY
stops,stop_name,fr,Parc Vivès,PARC VIVES
stops,stop_name,nl,Vivès-park,PARC VIVES
stops,stop_name,fr,Parkstraat,PARKSTRAAT
stops,stop_name,nl,Parkstraat,PARKSTRAAT
stops,stop_name,fr,Parvis Saint-Gilles,PARVIS ST-GILLES
stops,stop_name,nl,Sint-Gillisvoorplein,PARVIS ST-GILLES
stops,stop_name,fr,Pasteur,PASTEUR
stops,stop_name,nl,Pasteur,PASTEUR
stops,stop_name,fr,Patrie,PATRIE
stops,stop_name,nl,Vaderland,PATRIE
stops,stop_name,fr,Pattijn,PATTIJN
stops,stop_name,nl,Pattijn,PATTIJN
stops,stop_name,fr,Patton,PATTON
stops,stop_name,nl,Patton,PATTON
stops,stop_name,fr,Paul Deschanel,PAUL DESCHANEL
stops,stop_name,nl,Paul Deschanel,PAUL DESCHANEL
stops,stop_name,fr,Paul Leduc,PAUL LEDUC
stops,stop_name,nl,Paul Leduc,PAUL LEDUC
stops,stop_name,fr,Paulsen,PAULSEN
stops,stop_name,nl,Paulsen,PAULSEN
stops,stop_name,fr,Pavillon,PAVILLON
stops,stop_name,nl,Paviljoen,PAVILLON
stops,stop_name,fr,Pavillons Meudon,PAVILLONS MEUDON
stops,stop_name,nl,Meudon-paviljoenen,PAVILLONS MEUDON
stops,stop_name,fr,Péage,PEAGE
stops,stop_name,nl,Tol,PEAGE
stops,stop_name,fr,Pêcheries,PECHERIES
stops,stop_name,nl,Visserij,PECHERIES
stops,stop_name,fr,Pellenberg,PELLENBERG
stops,stop_name,nl,Pellenberg,PELLENBERG
stops,stop_name,fr,Pentathlon,PENTATHLON
stops,stop_name,nl,Pentathlon,PENTATHLON
stops,stop_name,fr,Permeke,PERMEKE
stops,stop_name,nl,Permeke,PERMEKE
stops,stop_name,fr,Peter Benoit,PETER BENOIT
stops,stop_name,nl,Peter Benoit,PETER BENOIT
stops,stop_name,fr,Peterbos,PETERBOS
stops,stop_name,nl,Peterbos,PETERBOS
stops,stop_name,fr,Pétillon,PETILLON
stops,stop_name,nl,Pétillon,PETILLON
stops,stop_name,fr,Petit Sablon,PETIT SABLON
stops,stop_name,nl,Kleine Zavel,PETIT SABLON
stops,stop_name,fr,Petite Île,PETITE ILE
stops,stop_name,nl,Klein Eiland,PETITE ILE
stops,stop_name,fr,Peupliers,PEUPLIERS
stops,stop_name,nl,Populieren,PEUPLIERS
stops,stop_name,fr,Peyo,PEYO
stops,stop_name,nl,Peyo,PEYO
stops,stop_name,fr,Picard,PICARD
stops,stop_name,nl,Picard,PICARD
stops,stop_name,fr,Picardie,PICARDIE
stops,stop_name,nl,Picardie,PICARDIE
stops,stop_name,fr,Pierre Decoster,PIERRE DECOSTER
stops,stop_name,nl,Pierre Decoster,PIERRE DECOSTER
stops,stop_name,fr,Place de l'Église,PLACE DE L'EGLISE
stops,stop_name,nl,Kerkplein,PLACE DE L'EGLISE
stops,stop_name,fr,Place Reine Astrid,PLACE R. ASTRID
stops,stop_name,nl,Koningin Astridplein,PLACE R. ASTRID
stops,stop_name,fr,Place Saint-Job,PLACE SAINT-JOB
stops,stop_name,nl,Sint-Jobplein,PLACE SAINT-JOB
stops,stop_name,fr,Place Saint-Pierre,PLACE ST-PIERRE
stops,stop_name,nl,Sint-Pietersplein,PLACE ST-PIERRE
stops,stop_name,fr,Place Victor Horta,PLACE V. HORTA
stops,stop_name,nl,Victor Hortaplein,PLACE V. HORTA
stops,stop_name,fr,Plaine des Sports,PLAINE DES SPORTS
stops,stop_name,nl,Sportplein,PLAINE DES SPORTS
stops,stop_name,fr,Plasky,PLASKY
stops,stop_name,nl,Plasky,PLASKY
stops,stop_name,fr,Pléiades,PLEIADES
stops,stop_name,nl,Plejaden,PLEIADES
stops,stop_name,fr,Poelaert,POELAERT
stops,stop_name,nl,Poelaert,POELAERT
stops,stop_name,fr,Pogge,POGGE
stops,stop_name,nl,Pogge,POGGE
stops,stop_name,fr,Polyclinique Brugmann,POLYCL. BRUGMANN
stops,stop_name,nl,Polikliniek Brugmann,POLYCL. BRUGMANN
stops,stop_name,fr,Pommier,POMMIER
stops,stop_name,nl,Appelboom,POMMIER
stops,stop_name,fr,Pont Albert,PONT ALBERT
stops,stop_name,nl,Albertbrug,PONT ALBERT
stops,stop_name,fr,Porte de Flandre,PORTE DE FLANDRE
stops,stop_name,nl,Vlaamsepoort,PORTE DE FLANDRE
stops,stop_name,fr,Porte de Hal,PORTE DE HAL
stops,stop_name,nl,Hallepoort,PORTE DE HAL
stops,stop_name,fr,Porte de Namur,PORTE DE NAMUR
stops,stop_name,nl,Naamsepoort,PORTE DE NAMUR
stops,stop_name,fr,Porte de Ninove,PORTE DE NINOVE
stops,stop_name,nl,Ninoofsepoort,PORTE DE NINOVE
stops,stop_name,fr,Pouchkine,POUCHKINE
stops,stop_name,nl,Poesjkin,POUCHKINE
stops,stop_name,fr,Prés Communs,PRES COMMUNS
stops,stop_name,nl,Gemenebeemden,PRES COMMUNS
stops,stop_name,fr,Presse,PRESSE
stops,stop_name,nl,Drukpers,PRESSE
stops,stop_name,fr,Princesse Clémentine,PRINC. CLEMENTINE
stops,stop_name,nl,Prinses Clementina,PRINC. CLEMENTINE
stops,stop_name,fr,Princesse Élisabeth,PRINC. ELISABETH
stops,stop_name,nl,Prinses Elisabeth,PRINC. ELISABETH
stops,stop_name,fr,Prince d'Orange,PRINCE D'ORANGE
stops,stop_name,nl,Prins van Oranje,PRINCE D'ORANGE
stops,stop_name,fr,Prince de Liège,PRINCE DE LIEGE
stops,stop_name,nl,Prins van Luik,PRINCE DE LIEGE
stops,stop_name,fr,Prince Léopold,PRINCE LEOPOLD
stops,stop_name,nl,Prins Leopold,PRINCE LEOPOLD
stops,stop_name,fr,Prison,PRISON
stops,stop_name,nl,Gevangenis,PRISON
stops,stop_name,fr,Porte d'Anderlecht,PTE D'ANDERLECHT
stops,stop_name,nl,Anderlechtsepoort,PTE D'ANDERLECHT
stops,stop_name,fr,Quartier Saint-Boniface,QUART.ST-BONIFACE
stops,stop_name,nl,Sint-Bonifaaswijk,QUART.ST-BONIFACE
stops,stop_name,fr,Quatre Bras,QUATRE BRAS
stops,stop_name,nl,Vier Armen,QUATRE BRAS
stops,stop_name,fr,Quatre-Vents,QUATRE-VENTS
stops,stop_name,nl,Vier Winden,QUATRE-VENTS
stops,stop_name,fr,Quetelet,QUETELET
stops,stop_name,nl,Quetelet,QUETELET
stops,stop_name,fr,Racing,RACING
stops,stop_name,nl,Racing,RACING
stops,stop_name,fr,Radium,RADIUM
stops,stop_name,nl,Radium,RADIUM
stops,stop_name,fr,Raedemaekers,RAEDEMAEKERS
stops,stop_name,nl,Raedemaekers,RAEDEMAEKERS
stops,stop_name,fr,Ravenstein,RAVENSTEIN
stops,stop_name,nl,Ravenstein,RAVENSTEIN
stops,stop_name,fr,Reine Astrid,REINE ASTRID
stops,stop_name,nl,Koningin Astrid,REINE ASTRID
stops,stop_name,fr,Relais,RELAIS
stops,stop_name,nl,Pleisterplaats,RELAIS
stops,stop_name,fr,René Gobert,RENE GOBERT
stops,stop_name,nl,René Gobert,RENE GOBERT
stops,stop_name,fr,René Henry,RENE HENRY
stops,stop_name,nl,René Henry,RENE HENRY
stops,stop_name,fr,Réservoir,RESERVOIR
stops,stop_name,nl,Vergaarbak,RESERVOIR
stops,stop_name,fr,Résistance,RESISTANCE
stops,stop_name,nl,Verzet,RESISTANCE
stops,stop_name,fr,Ribaucourt,RIBAUCOURT
stops,stop_name,nl,Ribaucourt,RIBAUCOURT
stops,stop_name,fr,Riethuisen,RIETHUISEN
stops,stop_name,nl,Riethuisen,RIETHUISEN
stops,stop_name,fr,Rittweger,RITTWEGER
stops,stop_name,nl,Rittweger,RITTWEGER
stops,stop_name,fr,Rive Droite,RIVE DROITE
stops,stop_name,nl,Rechteroever,RIVE DROITE
stops,stop_name,fr,Rive Gauche,RIVE GAUCHE
stops,stop_name,nl,Linkeroever,RIVE GAUCHE
stops,stop_name,fr,Robiano,ROBIANO
stops,stop_name,nl,Robiano,ROBIANO
stops,stop_name,fr,Rochefort,ROCHEFORT
stops,stop_name,nl,Rochefort,ROCHEFORT
stops,stop_name,fr,Rodin,RODIN
stops,stop_name,nl,Rodin,RODIN
stops,stop_name,fr,Rodts,RODTS
stops,stop_name,nl,Rodts,RODTS
stops,stop_name,fr,Roffiaen,ROFFIAEN
stops,stop_name,nl,Roffiaen,ROFFIAEN
stops,stop_name,fr,Rogier,ROGIER
stops,stop_name,nl,Rogier,ROGIER
stops,stop_name,fr,Roi Baudouin,ROI BAUDOUIN
stops,stop_name,nl,Koning Boudewijn,ROI BAUDOUIN
stops,stop_name,fr,Roi Vainqueur,ROI VAINQUEUR
stops,stop_name,nl,Koning Overwinnaar,ROI VAINQUEUR
stops,stop_name,fr,Ronces,RONCES
stops,stop_name,nl,Braamstruiken,RONCES
stops,stop_name,fr,Rond-point du Souverain,ROND-PT SOUVERAIN
stops,stop_name,nl,Vorstrondpunt,ROND-PT SOUVERAIN
stops,stop_name,fr,Roodebeek,ROODEBEEK
stops,stop_name,nl,Roodebeek,ROODEBEEK
stops,stop_name,fr,Roodenberg,ROODENBERG
stops,stop_name,nl,Rodenberg,ROODENBERG
stops,stop_name,fr,Roosendael,ROOSENDAEL
stops,stop_name,nl,Roosendael,ROOSENDAEL
stops,stop_name,fr,Rosa Parks,ROSA PARKS
stops,stop_name,nl,Rosa Parks,ROSA PARKS
stops,stop_name,fr,Rouge-Cloître,ROUGE-CLOITRE
stops,stop_name,nl,Roodklooster,ROUGE-CLOITRE
stops,stop_name,fr,Rouppe,ROUPPE
stops,stop_name,nl,Rouppe,ROUPPE
stops,stop_name,fr,Royale,ROYALE
stops,stop_name,nl,Koning,ROYALE
stops,stop_name,fr,RTL House,RTL HOUSE
stops,stop_name,nl,RTL House,RTL HOUSE
stops,stop_name,fr,Rue au Bois,RUE AU BOIS
stops,stop_name,nl,Bosstraat,RUE AU BOIS
stops,stop_name,fr,Rue Longue,RUE LONGUE
stops,stop_name,nl,Langestraat,RUE LONGUE
stops,stop_name,fr,Rue Traversière,RUE TRAVERSIERE
stops,stop_name,nl,Dwarsstraat,RUE TRAVERSIERE
stops,stop_name,fr,Ruisbroek Centrum,RUISBROEK CENTRUM
stops,stop_name,nl,Ruisbroek Centrum,RUISBROEK CENTRUM
stops,stop_name,fr,Ruisseau,RUISSEAU
stops,stop_name,nl,Beek,RUISSEAU
stops,stop_name,fr,SABCA,SABCA
stops,stop_name,nl,SABCA,SABCA
stops,stop_name,fr,Sacré-Cœur,SACRE-COEUR
stops,stop_name,nl,Heilig Hart,SACRE-COEUR
stops,stop_name,fr,Sainctelette,SAINCTELETTE
stops,stop_name,nl,Sainctelette,SAINCTELETTE
stops,stop_name,fr,Saint-Antoine,SAINT-ANTOINE
stops,stop_name,nl,Sint-Antonius,SAINT-ANTOINE
stops,stop_name,fr,Saint-Denis,SAINT-DENIS
stops,stop_name,nl,Sint-Denijs,SAINT-DENIS
stops,stop_name,fr,Saint-Géry,SAINT-GERY
stops,stop_name,nl,Sint-Gorik,SAINT-GERY
stops,stop_name,fr,Saint-Guidon,SAINT-GUIDON
stops,stop_name,nl,Sint-Guido,SAINT-GUIDON
stops,stop_name,fr,Saint-Josse,SAINT-JOSSE
stops,stop_name,nl,Sint-Joost,SAINT-JOSSE
stops,stop_name,fr,Saint-Lambert,SAINT-LAMBERT
stops,stop_name,nl,Sint-Lambertus,SAINT-LAMBERT
stops,stop_name,fr,Saint-Vincent,SAINT-VINCENT
stops,stop_name,nl,Sint-Vincentius,SAINT-VINCENT
stops,stop_name,fr,Sainte-Alix,SAINTE-ALIX
stops,stop_name,nl,Sint-Aleidis,SAINTE-ALIX
stops,stop_name,fr,Sainte-Alliance,SAINTE-ALLIANCE
stops,stop_name,nl,Heilig Verbond,SAINTE-ALLIANCE
stops,stop_name,fr,Sainte-Anne,SAINTE-ANNE
stops,stop_name,nl,Sint-Anna,SAINTE-ANNE
stops,stop_name,fr,Sainte-Catherine,SAINTE-CATHERINE
stops,stop_name,nl,Sint-Katelijne,SAINTE-CATHERINE
stops,stop_name,fr,Sainte-Famille,SAINTE-FAMILLE
stops,stop_name,nl,Heilige Familie,SAINTE-FAMILLE
stops,stop_name,fr,Sainte-Marie,SAINTE-MARIE
stops,stop_name,nl,Sint-Maria,SAINTE-MARIE
stops,stop_name,fr,Savonnerie,SAVONNERIE
stops,stop_name,nl,Zeepziederij,SAVONNERIE
stops,stop_name,fr,Schaerbeek Gare,SCHAERBEEK GARE
stops,stop_name,nl,Schaarbeek Station,SCHAERBEEK GARE
stops,stop_name,fr,Scherdemael,SCHERDEMAEL
stops,stop_name,nl,Scherdemaal,SCHERDEMAEL
stops,stop_name,fr,Scheut,SCHEUT
stops,stop_name,nl,Scheut,SCHEUT
stops,stop_name,fr,Schola Europea,SCHOLA EUROPEA
stops,stop_name,nl,Schola Europea,SCHOLA EUROPEA
stops,stop_name,fr,Schoonejans,SCHOONEJANS
stops,stop_name,nl,Schoonejans,SCHOONEJANS
stops,stop_name,fr,Schuman,SCHUMAN
stops,stop_name,nl,Schuman,SCHUMAN
stops,stop_name,fr,Schweitzer,SCHWEITZER
stops,stop_name,nl,Schweitzer,SCHWEITZER
stops,stop_name,fr,Science,SCIENCE
stops,stop_name,nl,Wetenschap,SCIENCE
stops,stop_name,fr,Sept Étoiles,SEPT ETOILES
stops,stop_name,nl,Zeven Sterren,SEPT ETOILES
stops,stop_name,fr,Serbie,SERBIE
stops,stop_name,nl,Servië,SERBIE
stops,stop_name,fr,Serres Royales,SERRES ROYALES
stops,stop_name,nl,Koninklijke Serres,SERRES ROYALES
stops,stop_name,fr,Sibelius,SIBELIUS
stops,stop_name,nl,Sibelius,SIBELIUS
stops,stop_name,fr,Simone Veil,SIMONE VEIL
stops,stop_name,nl,Simone Veil,SIMONE VEIL
stops,stop_name,fr,Simonis,SIMONIS
stops,stop_name,nl,Simonis,SIMONIS
stops,stop_name,fr,Simpson,SIMPSON
stops,stop_name,nl,Simpson,SIMPSON
stops,stop_name,fr,Sippelberg,SIPPELBERG
stops,stop_name,nl,Sippelberg,SIPPELBERG
stops,stop_name,fr,Slegers,SLEGERS
stops,stop_name,nl,Slegers,SLEGERS
stops,stop_name,fr,Sobieski,SOBIESKI
stops,stop_name,nl,Sobieski,SOBIESKI
stops,stop_name,fr,Solbosch,SOLBOSCH
stops,stop_name,nl,Solbos,SOLBOSCH
stops,stop_name,fr,Sorensen,SORENSEN
stops,stop_name,nl,Sorensen,SORENSEN
stops,stop_name,fr,Speeckaert,SPEECKAERT
stops,stop_name,nl,Speeckaert,SPEECKAERT
stops,stop_name,fr,Sportcentrum,SPORTCENTRUM
stops,stop_name,nl,Sportcentrum,SPORTCENTRUM
stops,stop_name,fr,Square du Centenaire,SQ. DU CENTENAIRE
stops,stop_name,nl,Eeuwfeestsquare,SQ. DU CENTENAIRE
stops,stop_name,fr,Stade,STADE
stops,stop_name,nl,Stadion,STADE
stops,stop_name,fr,Stade Fallon,STADE FALLON
stops,stop_name,nl,Fallon Stadion,STADE FALLON
stops,stop_name,fr,Stalle (P),STALLE (P)
stops,stop_name,nl,Stalle (P),STALLE (P)
stops,stop_name,fr,Station Lot,STATION LOT
stops,stop_name,nl,Station Lot,STATION LOT
stops,stop_name,fr,Statuaires,STATUAIRES
stops,stop_name,nl,Beeldhouwers,STATUAIRES
stops,stop_name,fr,Stéphanie,STEPHANIE
stops,stop_name,nl,Stefania,STEPHANIE
stops,stop_name,fr,Stephenson,STEPHENSON
stops,stop_name,nl,Stephenson,STEPHENSON
stops,stop_name,fr,Steurs,STEURS
stops,stop_name,nl,Steurs,STEURS
stops,stop_name,fr,Stiénon,STIENON
stops,stop_name,nl,Stiénon,STIENON
stops,stop_name,fr,Stockel,STOCKEL
stops,stop_name,nl,Stokkel,STOCKEL
stops,stop_name,fr,Stratégie,STRATEGIE
stops,stop_name,nl,Krijgskunde,STRATEGIE
stops,stop_name,fr,Stuyvenbergh,STUYVENBERGH
stops,stop_name,nl,Stuyvenbergh,STUYVENBERGH
stops,stop_name,fr,Suède,SUEDE
stops,stop_name,nl,Zweden,SUEDE
stops,stop_name,fr,Suzan Daniel,SUZAN DANIEL
stops,stop_name,nl,Suzan Daniel,SUZAN DANIEL
stops,stop_name,fr,Tamaris,TAMARIS
stops,stop_name,nl,Tamarisken,TAMARIS
stops,stop_name,fr,Tenreuken,TENREUKEN
stops,stop_name,nl,Tenreuken,TENREUKEN
stops,stop_name,fr,Ter Meeren,TER MEEREN
stops,stop_name,nl,Ter Meeren,TER MEEREN
stops,stop_name,fr,Tercoigne,TERCOIGNE
stops,stop_name,nl,Tercoigne,TERCOIGNE
stops,stop_name,fr,Terdelt,TERDELT
stops,stop_name,nl,Terdelt,TERDELT
stops,stop_name,fr,Tervuren Station,TERVUREN STATION
stops,stop_name,nl,Tervuren Station,TERVUREN STATION
stops,stop_name,fr,Thévenet,THEVENET
stops,stop_name,nl,Thévenet,THEVENET
stops,stop_name,fr,Thieffry,THIEFFRY
stops,stop_name,nl,Thieffry,THIEFFRY
stops,stop_name,fr,Thiry-Woluwe,THIRY-WOLUWE
stops,stop_name,nl,Thiry-Woluwe,THIRY-WOLUWE
stops,stop_name,fr,Thomas,THOMAS
stops,stop_name,nl,Thomas,THOMAS
stops,stop_name,fr,Thumas,THUMAS
stops,stop_name,nl,Thumas,THUMAS
stops,stop_name,fr,Thym,THYM
stops,stop_name,nl,Tijm,THYM
stops,stop_name,fr,Thys,THYS
stops,stop_name,nl,Thys,THYS
stops,stop_name,fr,Tilleul,TILLEUL
stops,stop_name,nl,Linde,TILLEUL
stops,stop_name,fr,Timmermans,TIMMERMANS
stops,stop_name,nl,Timmermans,TIMMERMANS
stops,stop_name,fr,Tir aux Pigeons,TIR AUX PIGEONS
stops,stop_name,nl,Duivenschieting,TIR AUX PIGEONS
stops,stop_name,fr,Tircher,TIRCHER
stops,stop_name,nl,Tircher,TIRCHER
stops,stop_name,fr,Tomberg,TOMBERG
stops,stop_name,nl,Tomberg,TOMBERG
stops,stop_name,fr,Toulouse,TOULOUSE
stops,stop_name,nl,Toulouse,TOULOUSE
stops,stop_name,fr,Tour et Taxis,TOUR ET TAXIS
stops,stop_name,nl,Thurn en Taxis,TOUR ET TAXIS
stops,stop_name,fr,Tournoi,TOURNOI
stops,stop_name,nl,Steekspel,TOURNOI
stops,stop_name,fr,Transvaal,TRANSVAAL
stops,stop_name,nl,Transvaal,TRANSVAAL
stops,stop_name,fr,Trèfles,TREFLES
stops,stop_name,nl,Klaver,TREFLES
stops,stop_name,fr,Trèves,TREVES
stops,stop_name,nl,Trier,TREVES
stops,stop_name,fr,Triangle,TRIANGLE
stops,stop_name,nl,Driehoek,TRIANGLE
stops,stop_name,fr,Trinité,TRINITE
stops,stop_name,nl,Drievuldigheid,TRINITE
stops,stop_name,fr,Tritomas,TRITOMAS
stops,stop_name,nl,Tritoma,TRITOMAS
stops,stop_name,fr,Trois Couleurs,TROIS COULEURS
stops,stop_name,nl,Drie Kleuren,TROIS COULEURS
stops,stop_name,fr,Trois Pertuis,TROIS PERTUIS
stops,stop_name,nl,Driegaten,TROIS PERTUIS
stops,stop_name,fr,Trône,TRONE
stops,stop_name,nl,Troon,TRONE
stops,stop_name,fr,Twee Leeuwenweg,TWEE LEEUWENWEG
stops,stop_name,nl,Twee Leeuwenweg,TWEE LEEUWENWEG
stops,stop_name,fr,Twyeninck,TWYENINCK
stops,stop_name,nl,Twyeninck,TWYENINCK
