table_name,field_name,language,translation,field_value
stops,stop_name,fr,Ensor,ENSOR
stops,stop_name,nl,Ensor,ENSOR
stops,stop_name,fr,Entrepôt,ENTREPOT
stops,stop_name,nl,Stapelhuis,ENTREPOT
stops,stop_name,fr,Équipages,EQUIPAGES
stops,stop_name,nl,Jachtstoet,EQUIPAGES
stops,stop_name,fr,Erasme,ERASME
stops,stop_name,nl,Erasmus,ERASME
stops,stop_name,fr,Ernest Salu,ERNEST SALU
stops,stop_name,nl,Ernest Salu,ERNEST SALU
stops,stop_name,fr,Escrime,ESCRIME
stops,stop_name,nl,Schermkunst,ESCRIME
stops,stop_name,fr,Esplanade,ESPLANADE
stops,stop_name,nl,Esplanade,ESPLANADE
stops,stop_name,fr,Étangs,ETANGS
stops,stop_name,nl,Vijvers,ETANGS
stops,stop_name,fr,Étangs de Boitsfort,ETANGS BOITSFORT
stops,stop_name,nl,Vijvers van Bosvoorde,ETANGS BOITSFORT
stops,stop_name,fr,Étangs d'Ixelles,ETANGS D'IXELLES
stops,stop_name,nl,Vijvers van Elsene,ETANGS D'IXELLES
stops,stop_name,fr,Étangs Noirs,ETANGS NOIRS
stops,stop_name,nl,Zwarte Vijvers,ETANGS NOIRS
stops,stop_name,fr,Etterbeek Gare,ETTERBEEK GARE
stops,stop_name,nl,Etterbeek Station,ETTERBEEK GARE
stops,stop_name,fr,Eugène Toussaint,EUGENE TOUSSAINT
stops,stop_name,nl,Eugène Toussaint,EUGENE TOUSSAINT
stops,stop_name,fr,Evere Shopping,EVERE SHOPPING
stops,stop_name,nl,Evere Shopping,EVERE SHOPPING
stops,stop_name,fr,Exposition,EXPOSITION
stops,stop_name,nl,Tentoonstelling,EXPOSITION
stops,stop_name,fr,Faider,FAIDER
stops,stop_name,nl,Faider,FAIDER
stops,stop_name,fr,Fauconnerie,FAUCONNERIE
stops,stop_name,nl,Valkerij,FAUCONNERIE
stops,stop_name,fr,Ferme Nos Pilifs,FERME NOS PILIFS
stops,stop_name,nl,Ferme Nos Pilifs,FERME NOS PILIFS
stops,stop_name,fr,Fernand Cocq,FERNAND COCQ
stops,stop_name,nl,Fernand Cocq,FERNAND COCQ
stops,stop_name,fr,Fernand Léger,FERNAND LEGER
stops,stop_name,nl,Fernand Léger,FERNAND LEGER
stops,stop_name,fr,Fernande Volral,FERNANDE VOLRAL
stops,stop_name,nl,Fernande Volral,FERNANDE VOLRAL
stops,stop_name,fr,Fétis,FETIS
stops,stop_name,nl,Fétis,FETIS
stops,stop_name,fr,Février,FEVRIER
stops,stop_name,nl,Februari,FEVRIER
stops,stop_name,fr,Firmin Lecharlier,FIRMIN LECHARLIER
stops,stop_name,nl,Firmin Lecharlier,FIRMIN LECHARLIER
stops,stop_name,fr,Flagey,FLAGEY
stops,stop_name,nl,Flagey,FLAGEY
stops,stop_name,fr,Floride,FLORIDE
stops,stop_name,nl,Florida,FLORIDE
stops,stop_name,fr,Fonson,FONSON
stops,stop_name,nl,Fonson,FONSON
stops,stop_name,fr,Forest Centre,FOREST CENTRE
stops,stop_name,nl,Vorst Centrum,FOREST CENTRE
stops,stop_name,fr,Forest National,FOREST NATIONAL
stops,stop_name,nl,Vorst Nationaal,FOREST NATIONAL
stops,stop_name,fr,Foresterie,FORESTERIE
stops,stop_name,nl,Vorsterie,FORESTERIE
stops,stop_name,fr,Forestoise,FORESTOISE
stops,stop_name,nl,Forestoise,FORESTOISE
stops,stop_name,fr,Fort-Jaco,FORT-JACO
stops,stop_name,nl,Fort-Jaco,FORT-JACO
stops,stop_name,fr,Forum,FORUM
stops,stop_name,nl,Forum,FORUM
stops,stop_name,fr,Foyer Jettois,FOYER JETTOIS
stops,stop_name,nl,Jetse Haard,FOYER JETTOIS
stops,stop_name,fr,Foyer Schaerbeekois,FOYER SCHAERBEEK.
stops,stop_name,nl,Schaarbeekse Haard,FOYER SCHAERBEEK.
stops,stop_name,fr,Fraiteur,FRAITEUR
stops,stop_name,nl,Fraiteur,FRAITEUR
stops,stop_name,fr,Frans Courtens,FRANS COURTENS
stops,stop_name,nl,Frans Courtens,FRANS COURTENS
stops,stop_name,fr,Frans Hals,FRANS HALS
stops,stop_name,nl,Frans Hals,FRANS HALS
stops,stop_name,fr,Froissart,FROISSART
stops,stop_name,nl,Froissart,FROISSART
stops,stop_name,fr,Fruits,FRUITS
stops,stop_name,nl,Fruit,FRUITS
stops,stop_name,fr,Fusée,FUSEE
stops,stop_name,nl,Raket,FUSEE
stops,stop_name,fr,Fuss,FUSS
stops,stop_name,nl,Fuss,FUSS
stops,stop_name,fr,Futaie,FUTAIE
stops,stop_name,nl,Futaie,FUTAIE
stops,stop_name,fr,Gallait,GALLAIT
stops,stop_name,nl,Gallait,GALLAIT
stops,stop_name,fr,Ganshoren-Sport,GANSHOREN-SPORT
stops,stop_name,nl,Ganshoren-Sport,GANSHOREN-SPORT
stops,stop_name,fr,Gardon,GARDON
stops,stop_name,nl,Voorn,GARDON
stops,stop_name,fr,Gare Centrale,GARE CENTRALE
stops,stop_name,nl,Centraal Station,GARE CENTRALE
stops,stop_name,fr,Gare d'Evere,GARE D'EVERE
stops,stop_name,nl,Station Evere,GARE D'EVERE
stops,stop_name,fr,Gare de Berchem,GARE DE BERCHEM
stops,stop_name,nl,Station Berchem,GARE DE BERCHEM
stops,stop_name,fr,Gare de Bockstael,GARE DE BOCKSTAEL
stops,stop_name,nl,Station Bockstael,GARE DE BOCKSTAEL
stops,stop_name,fr,Gare de Haren-Sud,GARE DE HAREN-SUD
stops,stop_name,nl,Station Haren-Zuid,GARE DE HAREN-SUD
stops,stop_name,fr,Gare de Jette,GARE DE JETTE
stops,stop_name,nl,Station Jette,GARE DE JETTE
stops,stop_name,fr,Gare de l'Ouest,GARE DE L'OUEST
stops,stop_name,nl,Weststation,GARE DE L'OUEST
stops,stop_name,fr,Gare de Linkebeek,GARE DE LINKEBEEK
stops,stop_name,nl,Station Linkebeek,GARE DE LINKEBEEK
stops,stop_name,fr,Gare de Saint-Job,GARE DE SAINT-JOB
stops,stop_name,nl,Station Sint-Job,GARE DE SAINT-JOB
stops,stop_name,fr,Gare du Midi,GARE DU MIDI
stops,stop_name,nl,Zuidstation,GARE DU MIDI
stops,stop_name,fr,Gare du Nord,GARE DU NORD
stops,stop_name,nl,Noordstation,GARE DU NORD
stops,stop_name,fr,Gatti de Gamond,GATTI DE GAMOND
stops,stop_name,nl,Gatti de Gamond,GATTI DE GAMOND
stops,stop_name,fr,Gaulois,GAULOIS
stops,stop_name,nl,Galliërs,GAULOIS
stops,stop_name,fr,Gazelle,GAZELLE
stops,stop_name,nl,Gazelle,GAZELLE
stops,stop_name,fr,Geefs,GEEFS
stops,stop_name,nl,Geefs,GEEFS
stops,stop_name,fr,Gendarmes,GENDARMES
stops,stop_name,nl,Gendarmen,GENDARMES
stops,stop_name,fr,Genève,GENEVE
stops,stop_name,nl,Genève,GENEVE
stops,stop_name,fr,Genot,GENOT
stops,stop_name,nl,Genot,GENOT
stops,stop_name,fr,Géo Bernier,GEO BERNIER
stops,stop_name,nl,Géo Bernier,GEO BERNIER
stops,stop_name,fr,Georges Brugmann,GEORGES BRUGMANN
stops,stop_name,nl,Georges Brugmann,GEORGES BRUGMANN
stops,stop_name,fr,Georges Henri,GEORGES HENRI
stops,stop_name,nl,Georges Henri,GEORGES HENRI
stops,stop_name,fr,Gergel,GERGEL
stops,stop_name,nl,Gergel,GERGEL
stops,stop_name,fr,Germoir,GERMOIR
stops,stop_name,nl,Mouterij,GERMOIR
stops,stop_name,fr,Gersis,GERSIS
stops,stop_name,nl,Gersis,GERSIS
stops,stop_name,fr,Gillon,GILLON
stops,stop_name,nl,Gillon,GILLON
stops,stop_name,fr,Gilson,GILSON
stops,stop_name,nl,Gilson,GILSON
stops,stop_name,fr,Ginette Javaux,GINETTE JAVAUX
stops,stop_name,nl,Ginette Javaux,GINETTE JAVAUX
stops,stop_name,fr,GJ Martin,GJ MARTIN
stops,stop_name,nl,GJ Martin,GJ MARTIN
stops,stop_name,fr,Glibert,GLIBERT
stops,stop_name,nl,Glibert,GLIBERT
stops,stop_name,fr,Globe,GLOBE
stops,stop_name,nl,Globe,GLOBE
stops,stop_name,fr,Goffin,GOFFIN
stops,stop_name,nl,Goffin,GOFFIN
stops,stop_name,fr,Gossart,GOSSART
stops,stop_name,nl,Gossart,GOSSART
stops,stop_name,fr,Grand Sablon,GRAND SABLON
stops,stop_name,nl,Grote Zavel,GRAND SABLON
stops,stop_name,fr,Grand'Route,GRAND'ROUTE
stops,stop_name,nl,Grote Baan,GRAND'ROUTE
stops,stop_name,fr,Grand-Place,GRAND-PLACE
stops,stop_name,nl,Grote Markt,GRAND-PLACE
stops,stop_name,fr,Gribaumont,GRIBAUMONT
stops,stop_name,nl,Gribaumont,GRIBAUMONT
stops,stop_name,fr,Griottes,GRIOTTES
stops,stop_name,nl,Noordkrieken,GRIOTTES
stops,stop_name,fr,Groelstveld,GROELSTVELD
stops,stop_name,nl,Groelstveld,GROELSTVELD
stops,stop_name,fr,Groeninghe,GROENINGHE
stops,stop_name,nl,Groeninghe,GROENINGHE
stops,stop_name,fr,Groot-Bijgaarden,GROOT-BIJGAARDEN
stops,stop_name,nl,Groot-Bijgaarden,GROOT-BIJGAARDEN
stops,stop_name,fr,Gueux,GUEUX
stops,stop_name,nl,Geuzen,GUEUX
stops,stop_name,fr,Gui,GUI
stops,stop_name,nl,Marentak,GUI
stops,stop_name,fr,Guillaume De Greef,GUILL. DE GREEF
stops,stop_name,nl,Guillaume De Greef,GUILL. DE GREEF
stops,stop_name,fr,Guillaume,GUILLAUME
stops,stop_name,nl,Guillaume,GUILLAUME
stops,stop_name,fr,Guillaume Tell,GUILLAUME TELL
stops,stop_name,nl,Willem Tell,GUILLAUME TELL
stops,stop_name,fr,Gulledelle,GULLEDELLE
stops,stop_name,nl,Gulledelle,GULLEDELLE
stops,stop_name,fr,Gutenberg,GUTENBERG
stops,stop_name,nl,Gutenberg,GUTENBERG
stops,stop_name,fr,Hankar,HANKAR
stops,stop_name,nl,Hankar,HANKAR
stops,stop_name,fr,Hannetons,HANNETONS
stops,stop_name,nl,Meikevers,HANNETONS
stops,stop_name,fr,Haren,HAREN
stops,stop_name,nl,Haren,HAREN
stops,stop_name,fr,Heembeek,HEEMBEEK
stops,stop_name,nl,Heembeek,HEEMBEEK
stops,stop_name,fr,Heiligenborre,HEILIGENBORRE
stops,stop_name,nl,Heiligenborre,HEILIGENBORRE
stops,stop_name,fr,Heldenplein,HELDENPLEIN
stops,stop_name,nl,Heldenplein,HELDENPLEIN
stops,stop_name,fr,Héliotropes,HELIOTROPES
stops,stop_name,nl,Heliotropen,HELIOTROPES
stops,stop_name,fr,Hellevelt,HELLEVELT
stops,stop_name,nl,Hellevelt,HELLEVELT
stops,stop_name,fr,Helmet,HELMET
stops,stop_name,nl,Helmet,HELMET
stops,stop_name,fr,Henriette Lauwers,HENRIETTE LAUWERS
stops,stop_name,nl,Henriette Lauwers,HENRIETTE LAUWERS
stops,stop_name,fr,Herman,HERMAN
stops,stop_name,nl,Herman,HERMAN
stops,stop_name,fr,Hermes,HERMES
stops,stop_name,nl,Hermes,HERMES
stops,stop_name,fr,Hernalsteen,HERNALSTEEN
stops,stop_name,nl,Hernalsteen,HERNALSTEEN
stops,stop_name,fr,Héros,HEROS
stops,stop_name,nl,Helden,HEROS
stops,stop_name,fr,Herrmann-Debroux,HERRMANN-DEBROUX
stops,stop_name,nl,Herrmann-Debroux,HERRMANN-DEBROUX
stops,stop_name,fr,Het Veroost,HET VEROOST
stops,stop_name,nl,Het Veroost,HET VEROOST
stops,stop_name,fr,Heydenberg,HEYDENBERG
stops,stop_name,nl,Heydenberg,HEYDENBERG
stops,stop_name,fr,Heysel,HEYSEL
stops,stop_name,nl,Heizel,HEYSEL
stops,stop_name,fr,Hippodrome de Boitsfort,HIPPOD. BOITSFORT
stops,stop_name,nl,Renbaan van Bosvoorde,HIPPOD. BOITSFORT
stops,stop_name,fr,Hippodrome,HIPPODROME
stops,stop_name,nl,Hippodroom,HIPPODROME
stops,stop_name,fr,Hoedemaekers,HOEDEMAEKERS
stops,stop_name,nl,Hoedemaekers,HOEDEMAEKERS
stops,stop_name,fr,Hof ten Berg,HOF TEN BERG
stops,stop_name,nl,Hof ten Berg,HOF TEN BERG
stops,stop_name,fr,Hof ter Musschen,HOF TER MUSSCHEN
stops,stop_name,nl,Hof ter Musschen,HOF TER MUSSCHEN
stops,stop_name,fr,Homborch,HOMBORCH
stops,stop_name,nl,Homborch,HOMBORCH
stops,stop_name,fr,Home Heydeken,HOME HEYDEKEN
stops,stop_name,nl,Rusthuis Heydeken,HOME HEYDEKEN
stops,stop_name,fr,Hoogbosch,HOOGBOSCH
stops,stop_name,nl,Hoogbosch,HOOGBOSCH
stops,stop_name,fr,Hôpital des Enfants,HOP. DES ENFANTS
stops,stop_name,nl,Kinderziekenhuis,HOP. DES ENFANTS
stops,stop_name,fr,Hôpital Etterbeek-Ixelles,HOP. ETT.-IXELLES
stops,stop_name,nl,Ziekenhuis Etterbeek-Elsene,HOP. ETT.-IXELLES
stops,stop_name,fr,Hôpital Militaire,HOP. MILITAIRE
stops,stop_name,nl,Militair Hospitaal,HOP. MILITAIRE
stops,stop_name,fr,Hôpital Paul Brien,HOP. PAUL BRIEN
stops,stop_name,nl,Paul Brien-ziekenhuis,HOP. PAUL BRIEN
stops,stop_name,fr,Hôpital Saint-Pierre,HOP. SAINT-PIERRE
stops,stop_name,nl,Sint-Pieters-ziekenhuis,HOP. SAINT-PIERRE
stops,stop_name,fr,Hôpital Sainte-Élisabeth,HOP.STE-ELISABETH
stops,stop_name,nl,Sint-Elizabeth-ziekenhuis,HOP.STE-ELISABETH
stops,stop_name,fr,Hôpital Joseph Bracops,HOPITAL BRACOPS
stops,stop_name,nl,Joseph Bracops-ziekenhuis,HOPITAL BRACOPS
stops,stop_name,fr,Hôpital Brugmann,HOPITAL BRUGMANN
stops,stop_name,nl,Brugmann-ziekenhuis,HOPITAL BRUGMANN
stops,stop_name,fr,Hôpital Militaire,HOPITAL MILITAIRE
stops,stop_name,nl,Militair Hospitaal,HOPITAL MILITAIRE
stops,stop_name,fr,Horta,HORTA
stops,stop_name,nl,Horta,HORTA
stops,stop_name,fr,Hospices,HOSPICES
stops,stop_name,nl,Godshuizen,HOSPICES
stops,stop_name,fr,Hôtel des Monnaies,HOTEL DES MONNAIES
stops,stop_name,nl,Munthof,HOTEL DES MONNAIES
stops,stop_name,fr,Houba-Brugmann,HOUBA-BRUGMANN
stops,stop_name,nl,Houba-Brugmann,HOUBA-BRUGMANN
stops,stop_name,fr,Houwaert,HOUWAERT
stops,stop_name,nl,Houwaert,HOUWAERT
stops,stop_name,fr,Houzeau,HOUZEAU
stops,stop_name,nl,Houzeau,HOUZEAU
stops,stop_name,fr,Huart-Hamoir,HUART-HAMOIR
stops,stop_name,nl,Huart-Hamoir,HUART-HAMOIR
stops,stop_name,fr,Huit Heures,HUIT HEURES
stops,stop_name,nl,Acht Uren,HUIT HEURES
stops,stop_name,fr,Humanité,HUMANITE
stops,stop_name,nl,Humaniteit,HUMANITE
stops,stop_name,fr,Hunderenveld,HUNDERENVELD
stops,stop_name,nl,Hunderenveld,HUNDERENVELD
stops,stop_name,fr,Hymans,HYMANS
stops,stop_name,nl,Hymans,HYMANS
stops,stop_name,fr,ICHEC,ICHEC
stops,stop_name,nl,ICHEC,ICHEC
stops,stop_name,fr,Idalie,IDALIE
stops,stop_name,nl,Idalie,IDALIE
stops,stop_name,fr,Île Sainte-Hélène,ILE SAINTE-HELENE
stops,stop_name,nl,Eiland Sint-Helena,ILE SAINTE-HELENE
stops,stop_name,fr,Imprimerie,IMPRIMERIE
stops,stop_name,nl,Drukkerij,IMPRIMERIE
stops,stop_name,fr,International School,INTERNAT. SCHOOL
stops,stop_name,nl,International School,INTERNAT. SCHOOL
stops,stop_name,fr,International,INTERNATIONAL
stops,stop_name,nl,Internationaal,INTERNATIONAL
stops,stop_name,fr,Jacobs Fontaine,JACOBS FONTAINE
stops,stop_name,nl,Jacobs Fontaine,JACOBS FONTAINE
stops,stop_name,fr,Jacques Brel,JACQUES BREL
stops,stop_name,nl,Jacques Brel,JACQUES BREL
stops,stop_name,fr,Jakob Smits,JAKOB SMITS
stops,stop_name,nl,Jakob Smits,JAKOB SMITS
stops,stop_name,fr,de Jamblinne de Meux,JAMBLINNE DE MEUX
stops,stop_name,nl,de Jamblinne de Meux,JAMBLINNE DE MEUX
stops,stop_name,fr,Janson,JANSON
stops,stop_name,nl,Janson,JANSON
stops,stop_name,fr,Jardin Massart,JARDIN MASSART
stops,stop_name,nl,Massarttuin,JARDIN MASSART
stops,stop_name,fr,Jeanne,JEANNE
stops,stop_name,nl,Johanna,JEANNE
stops,stop_name,fr,Jeanne Herreman,JEANNE HERREMAN
stops,stop_name,nl,Jeanne Herreman,JEANNE HERREMAN
stops,stop_name,fr,Jespers,JESPERS
stops,stop_name,nl,Jespers,JESPERS
stops,stop_name,fr,Jeu de Balle,JEU DE BALLE
stops,stop_name,nl,Vossenplein,JEU DE BALLE
stops,stop_name,fr,Josaphat,JOSAPHAT
stops,stop_name,nl,Josaphat,JOSAPHAT
stops,stop_name,fr,Joseph Baeck,JOSEPH BAECK
stops,stop_name,nl,Joseph Baeck,JOSEPH BAECK
stops,stop_name,fr,Joséphine-Charlotte,JOSEPH.-CHARLOTTE
stops,stop_name,nl,Joséphine-Charlotte,JOSEPH.-CHARLOTTE
stops,stop_name,fr,Jourdan,JOURDAN
stops,stop_name,nl,Jourdan,JOURDAN
stops,stop_name,fr,Jozef Baus,JOZEF BAUS
stops,stop_name,nl,Jozef Baus,JOZEF BAUS
stops,stop_name,fr,Jubilé,JUBILE
stops,stop_name,nl,Jubelfeest,JUBILE
stops,stop_name,fr,Jules Bordet,JULES BORDET
stops,stop_name,nl,Jules Bordet,JULES BORDET
stops,stop_name,fr,Jules César,JULES CESAR
stops,stop_name,nl,Julius Caesar,JULES CESAR
stops,stop_name,fr,Jupiter,JUPITER
stops,stop_name,nl,Jupiter,JUPITER
stops,stop_name,fr,Kapel Ruisbroek,KAPEL RUISBROEK
stops,stop_name,nl,Kapel Ruisbroek,KAPEL RUISBROEK
stops,stop_name,fr,Karel Bogaerd,KAREL BOGAERD
stops,stop_name,nl,Karel Bogaerd,KAREL BOGAERD
stops,stop_name,fr,Karreveld,KARREVELD
stops,stop_name,nl,Karreveld,KARREVELD
stops,stop_name,fr,Kassei,KASSEI
stops,stop_name,nl,Kassei,KASSEI
stops,stop_name,fr,Kasteel Beaulieu,KASTEEL BEAULIEU
stops,stop_name,nl,Kasteel Beaulieu,KASTEEL BEAULIEU
stops,stop_name,fr,Kattenberg,KATTENBERG
stops,stop_name,nl,Kattenberg,KATTENBERG
stops,stop_name,fr,Kelle,KELLE
stops,stop_name,nl,Kelle,KELLE
stops,stop_name,fr,Kerk Machelen,KERK MACHELEN
stops,stop_name,nl,Kerk Machelen,KERK MACHELEN
stops,stop_name,fr,Kerk Ruisbroek,KERK RUISBROEK
stops,stop_name,nl,Kerk Ruisbroek,KERK RUISBROEK
stops,stop_name,fr,Keyenbempt,KEYENBEMPT
stops,stop_name,nl,Keyenbempt,KEYENBEMPT
stops,stop_name,fr,Keym,KEYM
stops,stop_name,nl,Keym,KEYM
stops,stop_name,fr,Klakkedelle,KLAKKEDELLE
stops,stop_name,nl,Klakkedelle,KLAKKEDELLE
stops,stop_name,fr,Koningin Fabiola,KONINGIN FABIOLA
stops,stop_name,nl,Koningin Fabiola,KONINGIN FABIOLA
stops,stop_name,fr,Konkel,KONKEL
stops,stop_name,nl,Konkel,KONKEL
stops,stop_name,fr,Kraainem,KRAAINEM
stops,stop_name,nl,Kraainem,KRAAINEM
stops,stop_name,fr,Kraainem-Shopping,KRAAINEM-SHOPPING
stops,stop_name,nl,Kraainem-Shopping,KRAAINEM-SHOPPING
stops,stop_name,fr,Kruipweg,KRUIPWEG
stops,stop_name,nl,Kruipweg,KRUIPWEG
stops,stop_name,fr,Kurth,KURTH
stops,stop_name,nl,Kurth,KURTH
stops,stop_name,fr,La Chasse,LA CHASSE
stops,stop_name,nl,De Jacht,LA CHASSE
stops,stop_name,fr,La Roue,LA ROUE
stops,stop_name,nl,Het Rad,LA ROUE
stops,stop_name,fr,Labeur,LABEUR
stops,stop_name,nl,Arbeid,LABEUR
stops,stop_name,fr,Laekebeek,LAEKEBEEK
stops,stop_name,nl,Laekebeek,LAEKEBEEK
stops,stop_name,fr,Laîné,LAINE
stops,stop_name,nl,Laîné,LAINE
stops,stop_name,fr,Lancaster,LANCASTER
stops,stop_name,nl,Lancaster,LANCASTER
stops,stop_name,fr,Langeveld,LANGEVELD
stops,stop_name,nl,Langeveld,LANGEVELD
stops,stop_name,fr,Latinis,LATINIS
stops,stop_name,nl,Latinis,LATINIS
stops,stop_name,fr,Le Roux,LE ROUX
stops,stop_name,nl,Le Roux,LE ROUX
stops,stop_name,fr,Lefrancq,LEFRANCQ
stops,stop_name,nl,Lefrancq,LEFRANCQ
stops,stop_name,fr,Legrand,LEGRAND
stops,stop_name,nl,Legrand,LEGRAND
stops,stop_name,fr,Lekaerts,LEKAERTS
stops,stop_name,nl,Lekaerts,LEKAERTS
stops,stop_name,fr,Leman,LEMAN
stops,stop_name,nl,Leman,LEMAN
stops,stop_name,fr,Lemonnier,LEMONNIER
stops,stop_name,nl,Lemonnier,LEMONNIER
stops,stop_name,fr,Lenneke Mare,LENNEKE MARE
stops,stop_name,nl,Lenneke Mare,LENNEKE MARE
stops,stop_name,fr,Lenoir,LENOIR
stops,stop_name,nl,Lenoir,LENOIR
stops,stop_name,fr,Léopold I,LEOPOLD I
stops,stop_name,nl,Leopold I,LEOPOLD I
stops,stop_name,fr,Léopold II,LEOPOLD II
stops,stop_name,nl,Leopold II,LEOPOLD II
stops,stop_name,fr,Léopold III,LEOPOLD III
stops,stop_name,nl,Leopold III,LEOPOLD III
stops,stop_name,fr,Lepoutre,LEPOUTRE
stops,stop_name,nl,Lepoutre,LEPOUTRE
stops,stop_name,fr,Leroy,LEROY
stops,stop_name,nl,Leroy,LEROY
stops,stop_name,fr,Les Trois Tilleuls,LES 3 TILLEULS
stops,stop_name,nl,Drie Linden,LES 3 TILLEULS
stops,stop_name,fr,Levie,LEVIE
stops,stop_name,nl,Levie,LEVIE
stops,stop_name,fr,Levure,LEVURE
stops,stop_name,nl,Gist,LEVURE
stops,stop_name,fr,Liberté,LIBERTE
stops,stop_name,nl,Vrijheid,LIBERTE
stops,stop_name,fr,Liedts,LIEDTS
stops,stop_name,nl,Liedts,LIEDTS
stops,stop_name,fr,Liverpool,LIVERPOOL
stops,stop_name,nl,Liverpool,LIVERPOOL
stops,stop_name,fr,Loisirs,LOISIRS
stops,stop_name,nl,Vrijetijd,LOISIRS
stops,stop_name,fr,Londres,LONDRES
stops,stop_name,nl,Londen,LONDRES
stops,stop_name,fr,Long Bonnier,LONG BONNIER
stops,stop_name,nl,Lange Bunder,LONG BONNIER
stops,stop_name,fr,Long-Chêne,LONG-CHENE
stops,stop_name,nl,Lange Eik,LONG-CHENE
stops,stop_name,fr,Longchamp,LONGCHAMP
stops,stop_name,nl,Longchamp,LONGCHAMP
stops,stop_name,fr,Lorge,LORGE
stops,stop_name,nl,Lorge,LORGE
stops,stop_name,fr,Lot Station,LOT STATION
stops,stop_name,nl,Lot Station,LOT STATION
stops,stop_name,fr,Louis Bertrand,LOUIS BERTRAND
stops,stop_name,nl,Louis Bertrand,LOUIS BERTRAND
stops,stop_name,fr,Louis Hap,LOUIS HAP
stops,stop_name,nl,Louis Hap,LOUIS HAP
stops,stop_name,fr,Louis Marcelis,LOUIS MARCELIS
stops,stop_name,nl,Louis Marcelis,LOUIS MARCELIS
stops,stop_name,fr,Louise,LOUISE
stops,stop_name,nl,Louiza,LOUISE
stops,stop_name,fr,Loutrier,LOUTRIER
stops,stop_name,nl,Ottervanger,LOUTRIER
stops,stop_name,fr,Lowet,LOWET
stops,stop_name,nl,Lowet,LOWET
stops,stop_name,fr,Luther,LUTHER
stops,stop_name,nl,Luther,LUTHER
stops,stop_name,fr,Luxembourg,LUXEMBOURG
stops,stop_name,nl,Luxemburg,LUXEMBOURG
stops,stop_name,fr,Marguerite Yourcenar,M. YOURCENAR
stops,stop_name,nl,Marguerite Yourcenar,M. YOURCENAR
stops,stop_name,fr,Ma Campagne,MA CAMPAGNE
stops,stop_name,nl,Ma Campagne,MA CAMPAGNE
stops,stop_name,fr,Mabru,MABRU
stops,stop_name,nl,Mabru,MABRU
stops,stop_name,fr,Machelen,MACHELEN
stops,stop_name,nl,Machelen,MACHELEN
stops,stop_name,fr,Machelenstraat,MACHELENSTRAAT
stops,stop_name,nl,Machelenstraat,MACHELENSTRAAT
stops,stop_name,fr,Machtens,MACHTENS
stops,stop_name,nl,Machtens,MACHTENS
stops,stop_name,fr,Madeleine,MADELEINE
stops,stop_name,nl,Magdalena,MADELEINE
stops,stop_name,fr,Madou,MADOU
stops,stop_name,nl,Madou,MADOU
stops,stop_name,fr,Madoux,MADOUX
stops,stop_name,nl,Madoux,MADOUX
stops,stop_name,fr,Maelbeek,MAELBEEK
stops,stop_name,nl,Maalbeek,MAELBEEK
stops,stop_name,fr,Maes,MAES
stops,stop_name,nl,Maes,MAES
stops,stop_name,fr,Mai,MAI
stops,stop_name,nl,Mei,MAI
stops,stop_name,fr,Maison d'Erasme,MAISON D'ERASME
stops,stop_name,nl,Erasmushuis,MAISON D'ERASME
stops,stop_name,fr,Malibran,MALIBRAN
stops,stop_name,nl,Malibran,MALIBRAN
stops,stop_name,fr,Manneken-Pis,MANNEKEN-PIS
stops,stop_name,nl,Manneken-Pis,MANNEKEN-PIS
stops,stop_name,fr,Manoir d'Anjou,MANOIR D'ANJOU
stops,stop_name,nl,Manoir d'Anjou,MANOIR D'ANJOU
stops,stop_name,fr,Marcel Thiry,MARCEL THIRY
stops,stop_name,nl,Marcel Thiry,MARCEL THIRY
stops,stop_name,fr,Mareyde,MAREYDE
stops,stop_name,nl,Mareyde,MAREYDE
stops,stop_name,fr,Marguerite,MARGUERITE
stops,stop_name,nl,Margareta,MARGUERITE
stops,stop_name,fr,Marguerite Duras,MARGUERITE DURAS
stops,stop_name,nl,Marguerite Duras,MARGUERITE DURAS
stops,stop_name,fr,Maricolles,MARICOLLES
stops,stop_name,nl,Maricollen,MARICOLLES
stops,stop_name,fr,Marie Curie,MARIE CURIE
stops,stop_name,nl,Marie Curie,MARIE CURIE
stops,stop_name,fr,Marie Depage,MARIE DEPAGE
stops,stop_name,nl,Marie Depage,MARIE DEPAGE
stops,stop_name,fr,Marie-Christine,MARIE-CHRISTINE
stops,stop_name,nl,Maria-Christina,MARIE-CHRISTINE
stops,stop_name,fr,Marie-José,MARIE-JOSE
stops,stop_name,nl,Marie-José,MARIE-JOSE
stops,stop_name,fr,Marie-Louise,MARIE-LOUISE
stops,stop_name,nl,Maria-Louiza,MARIE-LOUISE
stops,stop_name,fr,Marius Renard,MARIUS RENARD
stops,stop_name,nl,Marius Renard,MARIUS RENARD
stops,stop_name,fr,Marlow,MARLOW
stops,stop_name,nl,Marlow,MARLOW
stops,stop_name,fr,Marly,MARLY
stops,stop_name,nl,Marly,MARLY
stops,stop_name,fr,Marmotte,MARMOTTE
stops,stop_name,nl,Marmot,MARMOTTE
stops,stop_name,fr,Martin Luther King,MARTIN LUTH. KING
stops,stop_name,nl,Martin Luther King,MARTIN LUTH. KING
stops,stop_name,fr,Masui,MASUI
stops,stop_name,nl,Masui,MASUI
stops,stop_name,fr,Matisse,MATISSE
stops,stop_name,nl,Matisse,MATISSE
stops,stop_name,fr,Max Waller,MAX WALLER
